id,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
6,1,1,1,https://130.whu.edu.cn,130.whu.edu.cn,1,"130.whu.edu.cn,130.whu.edu.cn","210.42.121.221,210.42.122.161","1,1",1,443,200,,武汉大学130周年校庆,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0","210.42.112.0/20,210.42.112.0/20","AS4538,AS4538","China Education and Research Network Center,China Education and Research Network Center","中国湖北省武汉市,中国湖北省武汉市","教育网,教育网",IP138Query
193,1,1,1,http://130.whu.edu.cn,130.whu.edu.cn,1,"130.whu.edu.cn,130.whu.edu.cn","210.42.121.221,210.42.122.161","1,1",1,80,200,,武汉大学130周年校庆,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0","210.42.112.0/20,210.42.112.0/20","AS4538,AS4538","China Education and Research Network Center,China Education and Research Network Center","中国湖北省武汉市,中国湖北省武汉市","教育网,教育网",IP138Query
828,1,1,1,https://19da.whu.edu.cn,19da.whu.edu.cn,1,19da.whu.edu.cn,202.114.64.221,1,1,443,200,OK,党代会专题网,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
1000,1,1,1,http://19da.whu.edu.cn,19da.whu.edu.cn,1,19da.whu.edu.cn,202.114.64.221,1,1,80,200,OK,党代会专题网,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
294,1,1,1,https://2fuxiao.whu.edu.cn,2fuxiao.whu.edu.cn,1,2fuxiao.whu.edu.cn,202.114.64.221,1,1,443,200,OK,武汉大学第二附属小学,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,CertSpotterQuery
439,1,1,1,http://2fuxiao.whu.edu.cn,2fuxiao.whu.edu.cn,1,2fuxiao.whu.edu.cn,202.114.64.221,1,1,80,200,OK,武汉大学第二附属小学,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,CertSpotterQuery
117,1,1,1,http://39history.whu.edu.cn,39history.whu.edu.cn,1,39history.whu.edu.cn,210.42.121.122,1,1,80,200,OK,武汉大学中国三至九世纪研究所,"**************,*******",210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,IP138Query
407,0,0,1,https://39history.whu.edu.cn,39history.whu.edu.cn,1,39history.whu.edu.cn,210.42.121.122,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='39history.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f0f9fc259d0>, 'Connection to 39history.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,IP138Query
1503,1,1,1,https://3s.whu.edu.cn,3s.whu.edu.cn,1,3s.whu.edu.cn,218.197.151.153,1,1,443,200,OK,时空数据智能获取技术与应用教育部工程中心,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,CrtshQuery
1659,1,1,1,http://3s.whu.edu.cn,3s.whu.edu.cn,1,3s.whu.edu.cn,218.197.151.153,1,1,80,200,OK,时空数据智能获取技术与应用教育部工程中心,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,CrtshQuery
1465,1,1,1,https://5zqh.whu.edu.cn,5zqh.whu.edu.cn,1,5zqh.whu.edu.cn,218.197.151.153,1,1,443,200,OK,学习宣传贯彻十八届五中全会精神,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,BaiduSearch
1617,1,1,1,http://5zqh.whu.edu.cn,5zqh.whu.edu.cn,1,5zqh.whu.edu.cn,218.197.151.153,1,1,80,200,OK,学习宣传贯彻十八届五中全会精神,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,BaiduSearch
1275,0,0,1,https://9thasceewri.whu.edu.cn,9thasceewri.whu.edu.cn,1,9thasceewri.whu.edu.cn,210.42.122.166,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='9thasceewri.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f0e3c2d1150>: Failed to establish a new connection: [Errno 101] Network is unreachable'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
1276,1,1,1,http://9thasceewri.whu.edu.cn,9thasceewri.whu.edu.cn,1,9thasceewri.whu.edu.cn,210.42.122.166,1,1,80,404,Not Found,None,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
1805,1,1,1,http://aais.whu.edu.cn,aais.whu.edu.cn,1,aais.whu.edu.cn,202.114.64.221,1,1,80,200,OK,武汉大学前沿交叉学科研究院,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
1810,1,1,1,https://aais.whu.edu.cn,aais.whu.edu.cn,1,aais.whu.edu.cn,202.114.64.221,1,1,443,200,OK,武汉大学前沿交叉学科研究院,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
2100,0,1,1,https://abyu.users.sgg.whu.edu.cn,abyu.users.sgg.whu.edu.cn,5,abyu.users.sgg.whu.edu.cn,202.114.120.1,1,0,443,502,Bad Gateway,502 Bad Gateway,nginx/1.20.1,202.114.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Finder
2229,1,1,1,http://abyu.users.sgg.whu.edu.cn,abyu.users.sgg.whu.edu.cn,5,abyu.users.sgg.whu.edu.cn,202.114.120.1,1,1,80,200,OK,测绘学院教职员工数据库,"nginx,PHP/7.3.11",202.114.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Finder
1832,1,1,1,http://access.whu.edu.cn,access.whu.edu.cn,1,access.whu.edu.cn,202.114.64.39,1,0,80,200,OK,'',Apache,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
1888,1,1,1,https://access.whu.edu.cn,access.whu.edu.cn,1,access.whu.edu.cn,202.114.64.39,1,1,443,200,OK,PLDSEC Core4A-UTM,Apache,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
867,0,0,1,http://acm.whu.edu.cn,acm.whu.edu.cn,1,acm.whu.edu.cn,210.42.123.7,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='acm.whu.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f0f38674410>, 'Connection to acm.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,SiteDossierQuery
868,0,0,1,https://acm.whu.edu.cn,acm.whu.edu.cn,1,acm.whu.edu.cn,210.42.123.7,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='acm.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f0f38501dd0>, 'Connection to acm.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,SiteDossierQuery
1902,0,0,1,http://activate.whu.edu.cn,activate.whu.edu.cn,1,activate.whu.edu.cn,210.42.121.78,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='activate.whu.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f0d9c6cd250>, 'Connection to activate.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
1903,0,0,1,https://activate.whu.edu.cn,activate.whu.edu.cn,1,activate.whu.edu.cn,210.42.121.78,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='activate.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f0dbc146f90>, 'Connection to activate.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
397,1,1,1,https://adbjh.whu.edu.cn,adbjh.whu.edu.cn,1,adbjh.whu.edu.cn,210.42.122.98,1,1,443,200,OK,统一身份认证,openresty,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,CertSpotterQuery
548,0,0,1,http://adbjh.whu.edu.cn,adbjh.whu.edu.cn,1,adbjh.whu.edu.cn,210.42.122.98,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='adbjh.whu.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f0f783d3250>, 'Connection to adbjh.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,CertSpotterQuery
482,1,1,1,http://admission.whu.edu.cn,admission.whu.edu.cn,1,admission.whu.edu.cn,202.114.64.221,1,0,80,200,OK,国际教育学院,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,SiteDossierQuery
489,1,1,1,https://admission.whu.edu.cn,admission.whu.edu.cn,1,admission.whu.edu.cn,202.114.64.221,1,0,443,200,OK,国际教育学院,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,SiteDossierQuery
1717,1,1,1,https://aec.whu.edu.cn,aec.whu.edu.cn,1,aec.whu.edu.cn,218.197.151.153,1,1,443,200,OK,Advanced Energy Conversion Research Lab,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
1849,1,1,1,http://aec.whu.edu.cn,aec.whu.edu.cn,1,aec.whu.edu.cn,218.197.151.153,1,1,80,200,OK,Advanced Energy Conversion Research Lab,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
497,1,1,1,http://aff.whu.edu.cn,aff.whu.edu.cn,1,aff.whu.edu.cn,210.42.121.122,1,1,80,404,Not Found,None,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,SiteDossierQuery
840,0,0,1,https://aff.whu.edu.cn,aff.whu.edu.cn,1,aff.whu.edu.cn,210.42.121.122,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='aff.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f0f3838a710>, 'Connection to aff.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,SiteDossierQuery
318,1,1,1,http://ahss.whu.edu.cn,ahss.whu.edu.cn,1,ahss.whu.edu.cn,202.114.64.221,1,1,80,200,OK,Academy of Humanities and Social Sciences,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,CertSpotterQuery
325,1,1,1,https://ahss.whu.edu.cn,ahss.whu.edu.cn,1,ahss.whu.edu.cn,202.114.64.221,1,1,443,200,OK,Academy of Humanities and Social Sciences,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,CertSpotterQuery
28,0,0,1,https://ai.whu.edu.cn,ai.whu.edu.cn,1,ai.whu.edu.cn,210.42.121.166,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='ai.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f0f9fe19250>: Failed to establish a new connection: [Errno 101] Network is unreachable'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,IP138Query
33,1,1,1,http://ai.whu.edu.cn,ai.whu.edu.cn,1,ai.whu.edu.cn,210.42.121.166,1,1,80,200,OK,武汉大学人工智能研究院,"Apache/2.4.39 (Win64) OpenSSL/1.1.1b mod_fcgid/2.3.9a mod_log_rotate/1.02,PHP/7.3.4",210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,IP138Query
1302,0,0,1,https://aim-nercms.whu.edu.cn,aim-nercms.whu.edu.cn,1,aim-nercms.whu.edu.cn,202.114.66.75,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='aim-nercms.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f0e3c3f3450>: Failed to establish a new connection: [Errno 113] No route to host'))""),)",,,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
1303,0,0,1,http://aim-nercms.whu.edu.cn,aim-nercms.whu.edu.cn,1,aim-nercms.whu.edu.cn,202.114.66.75,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='aim-nercms.whu.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0e3c32f150>: Failed to establish a new connection: [Errno 113] No route to host'))""),)",,,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
752,0,0,1,https://aiwenlei.whu.edu.cn,aiwenlei.whu.edu.cn,1,aiwenlei.whu.edu.cn,202.114.73.59,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='aiwenlei.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f0ec0583cd0>: Failed to establish a new connection: [Errno 111] Connection refused'))""),)",,,202.114.72.0/23,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
860,0,0,1,http://aiwenlei.whu.edu.cn,aiwenlei.whu.edu.cn,1,aiwenlei.whu.edu.cn,202.114.73.59,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='aiwenlei.whu.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0ec044f090>: Failed to establish a new connection: [Errno 113] No route to host'))""),)",,,202.114.72.0/23,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
93,1,1,1,http://alumni.whu.edu.cn,alumni.whu.edu.cn,1,alumni.whu.edu.cn,202.114.64.221,1,1,80,200,OK,武汉大学校友总会,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,IP138Query
101,1,1,1,https://alumni.whu.edu.cn,alumni.whu.edu.cn,1,alumni.whu.edu.cn,202.114.64.221,1,1,443,200,OK,武汉大学校友总会,none,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,IP138Query
22,1,1,1,http://alumnihome1893-1.whu.edu.cn,alumnihome1893-1.whu.edu.cn,1,alumnihome1893-1.whu.edu.cn,218.197.151.45,1,1,80,200,OK,Welcome to CentOS,nginx/1.16.1,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,IP138Query
24,1,1,1,https://alumnihome1893-1.whu.edu.cn,alumnihome1893-1.whu.edu.cn,1,alumnihome1893-1.whu.edu.cn,218.197.151.45,1,1,443,200,OK,Welcome to CentOS,nginx/1.16.1,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,IP138Query
1741,1,1,1,http://alumnihome1893.whu.edu.cn,alumnihome1893.whu.edu.cn,1,alumnihome1893.whu.edu.cn,218.197.151.37,1,1,80,200,OK,提示,,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,DNSDumpsterQuery
1745,1,1,1,https://alumnihome1893.whu.edu.cn,alumnihome1893.whu.edu.cn,1,alumnihome1893.whu.edu.cn,218.197.151.37,1,1,443,200,OK,提示,,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,DNSDumpsterQuery
1719,1,1,1,http://amis.whu.edu.cn,amis.whu.edu.cn,1,amis.whu.edu.cn,218.197.151.35,1,1,80,404,Not Found,None,,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
1940,0,0,1,https://amis.whu.edu.cn,amis.whu.edu.cn,1,amis.whu.edu.cn,218.197.151.35,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='amis.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f0d12630b10>, 'Connection to amis.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
419,1,1,1,https://analchem.whu.edu.cn,analchem.whu.edu.cn,1,analchem.whu.edu.cn,218.197.151.153,1,0,443,404,Not Found,404 Not Found,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,SiteDossierQuery
568,1,1,1,http://analchem.whu.edu.cn,analchem.whu.edu.cn,1,analchem.whu.edu.cn,218.197.151.153,1,0,80,404,Not Found,404 Not Found,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,SiteDossierQuery
157,1,1,1,https://anglu.whu.edu.cn,anglu.whu.edu.cn,1,anglu.whu.edu.cn,218.197.151.153,1,1,443,200,OK,武汉大学化学与分子科学院吕昂课题组,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,MySSLQuery
317,1,1,1,http://anglu.whu.edu.cn,anglu.whu.edu.cn,1,anglu.whu.edu.cn,218.197.151.153,1,1,80,200,OK,武汉大学化学与分子科学院吕昂课题组,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,MySSLQuery
55,1,1,1,https://animal-evolution.whu.edu.cn,animal-evolution.whu.edu.cn,1,animal-evolution.whu.edu.cn,218.197.151.153,1,1,443,200,OK,武汉大学赵华斌实验室,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,IP138Query
217,1,1,1,http://animal-evolution.whu.edu.cn,animal-evolution.whu.edu.cn,1,animal-evolution.whu.edu.cn,218.197.151.153,1,1,80,200,OK,武汉大学赵华斌实验室,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,IP138Query
1753,0,0,1,http://anolis-test-1.whu.edu.cn,anolis-test-1.whu.edu.cn,1,anolis-test-1.whu.edu.cn,210.42.122.45,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='anolis-test-1.whu.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f0ef83064d0>, 'Connection to anolis-test-1.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,DNSDumpsterQuery
1756,0,0,1,https://anolis-test-1.whu.edu.cn,anolis-test-1.whu.edu.cn,1,anolis-test-1.whu.edu.cn,210.42.122.45,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='anolis-test-1.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f0ddc3390d0>, 'Connection to anolis-test-1.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,DNSDumpsterQuery
2389,0,0,1,https://anolis-test-2.whu.edu.cn,anolis-test-2.whu.edu.cn,1,anolis-test-2.whu.edu.cn,210.42.122.46,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='anolis-test-2.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f0cfa8dbe90>, 'Connection to anolis-test-2.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Altdns
2390,0,0,1,http://anolis-test-2.whu.edu.cn,anolis-test-2.whu.edu.cn,1,anolis-test-2.whu.edu.cn,210.42.122.46,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='anolis-test-2.whu.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f0cfa8dabd0>, 'Connection to anolis-test-2.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Altdns
2387,0,0,1,http://anolis-test-3.whu.edu.cn,anolis-test-3.whu.edu.cn,1,anolis-test-3.whu.edu.cn,210.42.122.47,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='anolis-test-3.whu.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f0cfa7d1550>, 'Connection to anolis-test-3.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Altdns
2388,0,0,1,https://anolis-test-3.whu.edu.cn,anolis-test-3.whu.edu.cn,1,anolis-test-3.whu.edu.cn,210.42.122.47,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='anolis-test-3.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f0cfae65ed0>, 'Connection to anolis-test-3.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Altdns
878,1,1,1,http://antis.whu.edu.cn,antis.whu.edu.cn,1,antis.whu.edu.cn,218.197.150.64,1,0,80,200,OK,先进网络与智能系统ANTIS研究团队,Apache-Coyote/1.1,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
1125,0,0,1,https://antis.whu.edu.cn,antis.whu.edu.cn,1,antis.whu.edu.cn,218.197.150.64,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='antis.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f0ec029aad0>, 'Connection to antis.whu.edu.cn timed out. (connect timeout=13)'))""),)",,,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
367,1,1,1,https://aoff.whu.edu.cn,aoff.whu.edu.cn,1,aoff.whu.edu.cn,210.42.121.34,1,1,443,200,OK,武汉大学本科招生网,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RobotsCheck
507,1,1,1,http://aoff.whu.edu.cn,aoff.whu.edu.cn,1,aoff.whu.edu.cn,210.42.121.34,1,1,80,200,OK,武汉大学本科招生网,"WHU-AppSrv 1.0.0,WHU-AppSrv 1.0.0",210.42.112.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RobotsCheck
1562,0,0,1,http://api.whu.edu.cn,api.whu.edu.cn,1,api.whu.edu.cn,218.197.150.19,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='api.whu.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f0e7c48ac10>: Failed to establish a new connection: [Errno 111] Connection refused'))""),)",,,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
1563,0,0,1,https://api.whu.edu.cn,api.whu.edu.cn,1,api.whu.edu.cn,218.197.150.19,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='api.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f0dbc4f73d0>: Failed to establish a new connection: [Errno 111] Connection refused'))""),)",,,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
1665,1,1,1,http://apis.whu.edu.cn,apis.whu.edu.cn,1,apis.whu.edu.cn,218.197.149.30,1,1,80,200,,Welcome to ESOP Gateway,openresty,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
1668,1,1,1,https://apis.whu.edu.cn,apis.whu.edu.cn,1,apis.whu.edu.cn,218.197.149.30,1,1,443,200,,Welcome to ESOP Gateway,openresty,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
1219,1,1,1,http://app1.whu.edu.cn,app1.whu.edu.cn,1,app1.whu.edu.cn,202.114.64.88,1,0,80,404,Not Found,404 Not Found,nginx,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
1223,1,1,1,https://app1.whu.edu.cn,app1.whu.edu.cn,1,app1.whu.edu.cn,202.114.64.88,1,0,443,404,Not Found,404 Not Found,nginx,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
1405,1,1,1,http://app2.whu.edu.cn,app2.whu.edu.cn,1,app2.whu.edu.cn,202.114.64.89,1,0,80,404,Not Found,404 Not Found,nginx,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
1412,1,1,1,https://app2.whu.edu.cn,app2.whu.edu.cn,1,app2.whu.edu.cn,202.114.64.89,1,0,443,404,Not Found,404 Not Found,nginx,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
1724,0,0,1,https://apply.whu.edu.cn,apply.whu.edu.cn,1,apply.whu.edu.cn,218.197.150.87,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='apply.whu.edu.cn', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f0e1c27b890>: Failed to establish a new connection: [Errno 111] Connection refused'))""),)",,,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
1963,0,0,1,http://apply.whu.edu.cn,apply.whu.edu.cn,1,apply.whu.edu.cn,218.197.150.87,1,0,80,,"(ReadTimeoutError(""HTTPConnectionPool(host='apply.whu.edu.cn', port=80): Read timed out. (read timeout=27)""),)",,,218.197.144.0/20,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,Brute
1032,1,1,1,http://apps.lib.whu.edu.cn,apps.lib.whu.edu.cn,2,apps.lib.whu.edu.cn,202.114.65.34,1,1,80,200,OK,高校图书馆中文图书采访平台,openresty/1.19.9.1,202.114.64.0/22,AS4538,China Education and Research Network Center,中国湖北省武汉市,教育网,RapidDNSQuery
